Product Category,Client,Year,Month,Gross Profit,GSV
Cleaning,Globus,2021,October,-4811.339466,1086.76701
Cleaning,Globus,2022,October,2036.660534,5426.944159
Cleaning,Globus,2020,November,28010.20713,50175.95899
Cleaning,Globus,2021,November,-1417.230057,2713.628131
Cleaning,Globus,2022,November,2316.683149,6850.225632
Cleaning,Globus,2020,December,6671.81768,18579.6341
Cleaning,Globus,2021,December,10531.78379,10531.78379
Cleaning,Globus,2022,December,407.938133,3087.702778
Laundry Refreshment,Globus,2020,January,6870.235383,12145.08415
Laundry Refreshment,Globus,2021,January,5840.95281,11264.04644
Laundry Refreshment,Globus,2022,January,2529.951686,4113.530016
Laundry Refreshment,Globus,2023,January,-183.3559141,630.9933571
Laundry Refreshment,Globus,2020,February,5827.165081,12090.61827
Laundry Refreshment,Globus,2021,February,19413.23776,31469.01197
Laundry Refreshment,Globus,2022,February,7668.320985,10111.18728
Laundry Refreshment,Globus,2023,February,8675.264457,17406.58378
Laundry Refreshment,Globus,2020,March,8349.8442,11822.9032
Laundry Refreshment,Globus,2021,March,29971.00653,41673.20321
Laundry Refreshment,Globus,2022,March,15426.27965,21446.14912
Laundry Refreshment,Globus,2023,March,1125.544251,2213.759659
Laundry Refreshment,Globus,2020,April,16358.2016,25062.81769
Laundry Refreshment,Globus,2021,April,10162.02368,15302.83505
Laundry Refreshment,Globus,2022,April,2272.230076,5193.489969
Laundry Refreshment,Globus,2023,April,3096.201046,4829.42154
Laundry Refreshment,Globus,2020,May,5466.407994,8432.940436
Laundry Refreshment,Globus,2021,May,11743.20292,14741.8302
Laundry Refreshment,Globus,2022,May,2009.124245,6250.80125
Laundry Refreshment,Globus,2023,May,8657.427166,15554.0975
Laundry Refreshment,Globus,2020,June,10497.85261,15661.51043
Laundry Refreshment,Globus,2021,June,-19674.28918,-13136.64528
Laundry Refreshment,Globus,2022,June,6135.071553,8045.423887
Laundry Refreshment,Globus,2020,July,7802.24152,12459.7884
Laundry Refreshment,Globus,2021,July,7443.023492,11175.79853
Laundry Refreshment,Globus,2022,July,10230.30206,15305.75346
Laundry Refreshment,Globus,2020,August,8837.2167,15893.85618
Laundry Refreshment,Globus,2021,August,11219.88334,17750.7005
Laundry Refreshment,Globus,2022,August,9199.04123,12425.03471
Laundry Refreshment,Globus,2020,September,27256.23487,38771.18857
Laundry Refreshment,Globus,2021,September,18705.77832,24070.48773
Laundry Refreshment,Globus,2022,September,2773.776582,4706.359438
Laundry Refreshment,Globus,2020,October,7242.289032,13212.02046
Laundry Refreshment,Globus,2021,October,4586.89851,9123.010481
Laundry Refreshment,Globus,2022,October,-1232.204459,2127.578905
Laundry Refreshment,Globus,2020,November,11849.85729,19593.68516
Laundry Refreshment,Globus,2021,November,878.9039152,4533.407967
Laundry Refreshment,Globus,2022,November,5391.915582,8529.18052
Laundry Refreshment,Globus,2020,December,4892.393423,7442.476514
Laundry Refreshment,Globus,2021,December,9550.089693,10237.23767
Laundry Refreshment,Globus,2022,December,-1900.643279,-1426.852997
Laundry Wash,Lidl,2020,January,147671.3681,349550.4345
Laundry Wash,Lidl,2021,January,108976.1914,247143.1695
Laundry Wash,Lidl,2022,January,84143.74904,206309.922
Laundry Wash,Lidl,2023,January,23910.79535,173352.7185
Laundry Wash,Lidl,2020,February,54456.57457,145821.1938
Laundry Wash,Lidl,2021,February,58261.21035,137543.0452
Laundry Wash,Lidl,2022,February,77512.2181,182982.7146
Laundry Wash,Lidl,2023,February,32698.97804,115126.5708
Laundry Wash,Lidl,2020,March,88659.29935,199662.827
Laundry Wash,Lidl,2021,March,114429.6052,235922.3676
Laundry Wash,Lidl,2022,March,45068.8514,119431.9041
Laundry Wash,Lidl,2023,March,39362.16267,104756.6958
Laundry Wash,Lidl,2020,April,117475.103,244049.8033
Laundry Wash,Lidl,2021,April,117401.254,300446.755
Laundry Wash,Lidl,2022,April,88982.13264,283044.0199
Laundry Wash,Lidl,2023,April,34535.31176,143966.1459
Laundry Wash,Lidl,2020,May,155340.5972,335186.8705
Laundry Wash,Lidl,2021,May,116240.7828,273936.7339
Laundry Wash,Lidl,2022,May,84325.09182,267977.8586
Laundry Wash,Lidl,2023,May,26747.62273,102657.4635
Laundry Wash,Lidl,2020,June,190127.9127,350036.8026
Laundry Wash,Lidl,2021,June,106682.5035,236490.5518
Laundry Wash,Lidl,2022,June,42649.74304,140071.7381
Laundry Wash,Lidl,2020,July,-21954.54457,73574.70201
Laundry Wash,Lidl,2021,July,92590.9049,213107.1288
Laundry Wash,Lidl,2022,July,16069.62207,152281.339
Laundry Wash,Lidl,2020,August,79087.64271,171206.8793
Laundry Wash,Lidl,2021,August,123255.6548,303614.5557
Laundry Wash,Lidl,2022,August,76766.53234,281546.7099
Laundry Wash,Lidl,2020,September,242407.5842,389372.3193
Laundry Wash,Lidl,2021,September,58297.8945,136467.2985
Laundry Wash,Lidl,2022,September,63109.76136,169451.8553
Laundry Wash,Lidl,2020,October,-4596.413295,166278.8035
Laundry Wash,Lidl,2021,October,114258.3637,323659.8162
Laundry Wash,Lidl,2022,October,-19081.20883,44004.34353
Laundry Wash,Lidl,2020,November,240017.8582,410056.1182
Laundry Wash,Lidl,2021,November,111991.0475,270229.9115
Laundry Wash,Lidl,2022,November,94734.20878,216013.9006
Laundry Wash,Lidl,2020,December,65627.94795,176705.0937
Laundry Wash,Lidl,2021,December,30137.18877,139043.6967
Laundry Wash,Lidl,2022,December,-35360.88509,28751.39852
Cleaning,Lidl,2020,January,112866.4862,251833.535
Cleaning,Lidl,2021,January,65576.47884,147320.6963
Cleaning,Lidl,2022,January,58861.92136,142534.5737
Cleaning,Lidl,2023,January,21383.50745,67579.18182
Cleaning,Lidl,2020,February,89645.26643,199914.6163
Cleaning,Lidl,2021,February,60438.50585,137176.0347
Cleaning,Lidl,2022,February,45981.01311,105314.5113
Cleaning,Lidl,2023,February,42385.43376,102643.7757
Cleaning,Lidl,2020,March,69394.7075,117056.4339
Cleaning,Lidl,2021,March,71074.76396,149164.852
Cleaning,Lidl,2022,March,35053.78904,74304.05616
Cleaning,Lidl,2023,March,35830.61873,77253.59668
Cleaning,Lidl,2020,April,104448.1662,216363.4774
Cleaning,Lidl,2021,April,124962.7232,303914.4082
Cleaning,Lidl,2022,April,73738.24789,191254.5446
Cleaning,Lidl,2023,April,6778.971887,31077.66917
Cleaning,Lidl,2020,May,95349.83956,281350.6719
Cleaning,Lidl,2021,May,102164.0896,218669.4537
Cleaning,Lidl,2022,May,61975.5392,164557.8278
Cleaning,Lidl,2023,May,41928.51664,109162.1435
Cleaning,Lidl,2020,June,125038.3508,233223.6536
Cleaning,Lidl,2021,June,93385.65674,187776.332
Cleaning,Lidl,2022,June,49492.57595,118969.8861
Cleaning,Lidl,2020,July,42921.83164,84556.23616
Cleaning,Lidl,2021,July,57228.85693,112845.9923
Cleaning,Lidl,2022,July,5832.937555,66862.24014
Cleaning,Lidl,2020,August,81704.01065,154272.3852
Cleaning,Lidl,2021,August,77547.07837,162618.3284
Cleaning,Lidl,2022,August,17224.16303,95952.28353
Cleaning,Lidl,2020,September,176069.6133,252204.7683
Cleaning,Lidl,2021,September,37865.46839,94049.98276
Cleaning,Lidl,2022,September,60027.68639,124644.0526
Cleaning,Lidl,2020,October,-9112.192878,103705.9625
Cleaning,Lidl,2021,October,72333.44133,169708.2046
Cleaning,Lidl,2022,October,-14907.97675,60218.40147
Cleaning,Lidl,2020,November,294444.5528,527998.7997
Cleaning,Lidl,2021,November,67233.81499,153087.3298
Cleaning,Lidl,2022,November,74096.22138,149615.6105
Cleaning,Lidl,2020,December,45993.77276,101772.73
Cleaning,Lidl,2021,December,32127.2204,117370.5685
Cleaning,Lidl,2022,December,-10998.63939,36108.97468
Laundry Refreshment,Lidl,2020,January,81685.52196,171839.0371
Laundry Refreshment,Lidl,2021,January,23144.30473,54819.84447
Laundry Refreshment,Lidl,2022,January,107508.6797,228034.196
Laundry Refreshment,Lidl,2023,January,7202.436441,19233.35057
Laundry Refreshment,Lidl,2020,February,32189.79926,75509.64263
Laundry Refreshment,Lidl,2021,February,11560.831,28513.27291
Laundry Refreshment,Lidl,2022,February,16090.72498,37752.09078
Laundry Refreshment,Lidl,2023,February,16737.4373,48231.43973
Laundry Refreshment,Lidl,2020,March,31935.68151,60484.76799
Laundry Refreshment,Lidl,2021,March,27744.08544,79351.5536
Laundry Refreshment,Lidl,2022,March,-58110.84548,-52044.4479
Laundry Refreshment,Lidl,2023,March,11145.24677,61789.14386
Laundry Refreshment,Lidl,2020,April,35075.42307,78003.59539
Laundry Refreshment,Lidl,2021,April,67751.17524,155184.3164
Laundry Refreshment,Lidl,2022,April,33747.56561,77187.53276
Laundry Refreshment,Lidl,2023,April,9405.295614,29711.04365
Laundry Refreshment,Lidl,2020,May,22065.06042,135772.6319
Laundry Refreshment,Lidl,2021,May,12969.25733,33717.16484
Laundry Refreshment,Lidl,2022,May,14038.93524,39687.50773
Laundry Refreshment,Lidl,2023,May,19773.64227,101682.4275
Laundry Refreshment,Lidl,2020,June,28853.01188,49515.72045
Laundry Refreshment,Lidl,2021,June,34776.38402,55594.09605
Laundry Refreshment,Lidl,2022,June,2540.688284,8580.813138
Laundry Refreshment,Lidl,2020,July,-16538.93486,-858.8452007
Laundry Refreshment,Lidl,2021,July,7777.735478,19169.02894
Laundry Refreshment,Lidl,2022,July,14769.74468,30412.7329
Laundry Refreshment,Lidl,2020,August,9754.127881,27054.81134
Laundry Refreshment,Lidl,2021,August,28130.66474,71716.01261
Laundry Refreshment,Lidl,2022,August,15573.87611,35602.27447
Laundry Refreshment,Lidl,2020,September,78216.57639,133761.052
Laundry Refreshment,Lidl,2021,September,9409.544119,18239.53253
Laundry Refreshment,Lidl,2022,September,21555.16346,38960.4938
Laundry Refreshment,Lidl,2020,October,2942.930691,61991.87375
Laundry Refreshment,Lidl,2021,October,19181.81715,69154.89806
Laundry Refreshment,Lidl,2022,October,-7249.522571,-2323.296874
Laundry Refreshment,Lidl,2020,November,82393.25469,200124.6857
Laundry Refreshment,Lidl,2021,November,15718.6516,40610.84447
Laundry Refreshment,Lidl,2022,November,10705.93343,16101.95373
Laundry Refreshment,Lidl,2020,December,6106.454213,17021.68561
Laundry Refreshment,Lidl,2021,December,32615.6966,65601.983
Laundry Refreshment,Lidl,2022,December,-5706.754298,-2220.788458
Laundry Wash,Combi,2020,January,-0.040380272,0
Laundry Wash,Combi,2021,January,-0.008047372,0
Laundry Wash,Combi,2022,January,0,0
Laundry Wash,Combi,2023,January,-0.015440588,0
Laundry Wash,Combi,2020,February,-73.17535937,0
Laundry Wash,Combi,2021,February,0.01921663,0
Laundry Wash,Combi,2022,February,0,0
Laundry Wash,Combi,2023,February,0.034143508,0
Laundry Wash,Combi,2020,March,0.029826073,0
Laundry Wash,Combi,2021,March,0.06431575,0
Laundry Wash,Combi,2022,March,-0.15281477,0
Laundry Wash,Combi,2023,March,0.008612734,0
Laundry Wash,Combi,2020,April,84.20790583,0
Laundry Wash,Combi,2021,April,0.00731102,0
Laundry Wash,Combi,2022,April,-0.060687124,0
Laundry Wash,Combi,2023,April,-0.066996062,0
Laundry Wash,Combi,2020,May,0.055203315,0
Laundry Wash,Combi,2021,May,0.038739235,0
Laundry Wash,Combi,2022,May,-0.010609865,0
Laundry Wash,Combi,2020,June,-0.043589983,0
Laundry Wash,Combi,2021,June,-0.079596402,0
Laundry Wash,Combi,2022,June,1.957157957,0
Laundry Wash,Combi,2020,July,-0.332224545,0
Laundry Wash,Combi,2021,July,0.137245737,0
Laundry Wash,Combi,2022,July,-0.058853325,0
Laundry Wash,Combi,2020,August,0.006549141,0
Laundry Wash,Combi,2021,August,0,0
Laundry Wash,Combi,2020,September,-0.021312331,0
Laundry Wash,Combi,2021,September,0,0
Laundry Wash,Combi,2020,October,0,0
Laundry Wash,Combi,2021,October,-0.020366924,0
Laundry Wash,Combi,2020,November,-0.066361818,0
Laundry Wash,Combi,2021,November,0,0
Laundry Wash,Combi,2022,November,0.020587555,0
Laundry Wash,Combi,2020,December,0,0
Laundry Wash,Combi,2021,December,-0.047727032,0
Laundry Wash,Combi,2022,December,-0.011359521,0
Cleaning,Combi,2020,January,0.011064702,0
Cleaning,Combi,2021,January,-0.118327167,0
Cleaning,Combi,2022,January,-0.026069574,0
Cleaning,Combi,2023,January,0.03946003,0
Cleaning,Combi,2020,February,-60.47924491,0
Cleaning,Combi,2021,February,-19.00815831,0
Cleaning,Combi,2022,February,-0.00502063,0
Cleaning,Combi,2023,February,-0.020144427,0
Cleaning,Combi,2020,March,-0.239127482,0
Cleaning,Combi,2021,March,-12.94815997,0
Cleaning,Combi,2022,March,0.009859524,0
Cleaning,Combi,2023,March,-0.011708697,0
Cleaning,Combi,2020,April,64.02269712,0
Cleaning,Combi,2021,April,0.021703359,0
Cleaning,Combi,2022,April,-0.066205775,0
Cleaning,Combi,2023,April,0.019786553,0
Cleaning,Combi,2020,May,0.006050921,0
Cleaning,Combi,2021,May,0.078854722,0
Cleaning,Combi,2022,May,-0.06010706,0
Cleaning,Combi,2023,May,0.010748866,0
Cleaning,Combi,2020,June,-0.012208081,0
Cleaning,Combi,2021,June,0.028278248,0
Cleaning,Combi,2022,June,0.089707693,0
Cleaning,Combi,2020,July,-1.945643009,0
Cleaning,Combi,2021,July,-0.025070313,0
Cleaning,Combi,2022,July,-0.019934193,0
Cleaning,Combi,2020,August,0,0
Cleaning,Combi,2021,August,0.023820431,0
Cleaning,Combi,2020,September,0,0
Cleaning,Combi,2021,September,-0.010090967,0
Cleaning,Combi,2022,September,-0.043080625,0
Cleaning,Combi,2021,October,0.032239615,0
Cleaning,Combi,2022,October,0,0
Cleaning,Combi,2020,November,-0.03353989,0
Cleaning,Combi,2021,November,-0.019982813,0
Cleaning,Combi,2022,December,0,0
Laundry Refreshment,Combi,2020,January,0.041952966,0
Laundry Refreshment,Combi,2023,January,0.011554662,0
Laundry Refreshment,Combi,2020,February,-8.237606396,0
Laundry Refreshment,Combi,2023,February,0.040305993,0
Laundry Refreshment,Combi,2020,March,-0.009283571,0
Laundry Refreshment,Combi,2021,March,0.008489067,0
Laundry Refreshment,Combi,2022,March,0,0
Laundry Refreshment,Combi,2020,April,10.61421666,0
Laundry Refreshment,Combi,2021,April,0,0
Laundry Refreshment,Combi,2023,April,0.194452937,0
Laundry Refreshment,Combi,2020,May,1.095707927,0
Laundry Refreshment,Combi,2021,May,0,0
Laundry Refreshment,Combi,2023,May,0.02208723,0
Laundry Refreshment,Combi,2020,June,0,0
Laundry Refreshment,Combi,2021,June,0,0
Laundry Refreshment,Combi,2022,June,0.009225851,0
Laundry Refreshment,Combi,2020,July,-0.203798583,0
Laundry Refreshment,Combi,2021,July,0,0
Laundry Refreshment,Combi,2022,July,0.010164239,0
Laundry Refreshment,Combi,2020,August,0,0
Laundry Refreshment,Combi,2021,October,0.008933566,0
Laundry Refreshment,Combi,2022,October,0,0
Laundry Refreshment,Combi,2022,November,-0.008705943,0
Laundry Refreshment,Combi,2022,December,0.021918162,0
Laundry Wash,Aldi,2020,January,41318.65445,69627.85757
Laundry Wash,Aldi,2021,January,-0.21645032,0
Laundry Wash,Aldi,2022,January,749.9717157,3892.419465
Laundry Wash,Aldi,2023,January,1916.795571,5262.278539
Laundry Wash,Aldi,2020,February,2647.407133,36049.98612
Laundry Wash,Aldi,2021,February,11575.38665,51736.97871
Laundry Wash,Aldi,2022,February,869.1628494,2174.039469
Laundry Wash,Aldi,2023,February,4533.44704,12865.7838
Laundry Wash,Aldi,2020,March,-982.5208403,65323.1744
Laundry Wash,Aldi,2021,March,-84506.59083,219722.2983
Laundry Wash,Aldi,2022,March,-22860.38929,46904.78602
Laundry Wash,Aldi,2023,March,-23855.82592,117281.0844
Laundry Wash,Aldi,2020,April,10195.98047,43991.00356
Laundry Wash,Aldi,2021,April,10013.25894,330765.0516
Laundry Wash,Aldi,2022,April,4919.121819,9922.05605
Laundry Wash,Aldi,2023,April,2302.943003,3871.438369
Laundry Wash,Aldi,2020,May,3273.088971,7481.80227
Laundry Wash,Aldi,2021,May,-53573.68386,156371.0966
Laundry Wash,Aldi,2022,May,18133.77202,73261.64778
Laundry Wash,Aldi,2023,May,6526.604968,127044.8718
Laundry Wash,Aldi,2020,June,27588.85722,84997.1979
Laundry Wash,Aldi,2021,June,-86463.43103,344695.7566
Laundry Wash,Aldi,2022,June,10321.09238,120015.34
Laundry Wash,Aldi,2020,July,5645.278307,38915.43266
Laundry Wash,Aldi,2021,July,6692.899329,109690.958
Laundry Wash,Aldi,2022,July,-474.8316126,37008.73735
Laundry Wash,Aldi,2020,August,25572.97719,43607.66623
Laundry Wash,Aldi,2021,August,22137.65118,50155.46289
Laundry Wash,Aldi,2022,August,11345.16789,51498.73955
Laundry Wash,Aldi,2020,September,32898.66699,127599.8769
Laundry Wash,Aldi,2021,September,89118.60185,266653.2185
Laundry Wash,Aldi,2022,September,7562.943029,35112.59602
Laundry Wash,Aldi,2020,October,-19017.06683,46717.22728
Laundry Wash,Aldi,2021,October,8223.460455,25709.25405
Laundry Wash,Aldi,2022,October,26965.568,107774.9952
Laundry Wash,Aldi,2020,November,13781.20681,47558.88993
Laundry Wash,Aldi,2021,November,-7344.428293,-817.7683344
Laundry Wash,Aldi,2022,November,-22348.80915,52523.96726
Laundry Wash,Aldi,2020,December,12814.0369,14578.08086
Laundry Wash,Aldi,2021,December,-19373.75114,-14152.46739
Laundry Wash,Aldi,2022,December,714.605879,3221.213671
Cleaning,Aldi,2020,January,35372.8774,63186.4848
Cleaning,Aldi,2021,January,1.734680098,0
Cleaning,Aldi,2022,January,528.6594203,3062.180824
Cleaning,Aldi,2023,January,2678.075065,19865.13524
Cleaning,Aldi,2020,February,7000.068639,125690.268
Cleaning,Aldi,2021,February,15418.07265,71137.76083
Cleaning,Aldi,2022,February,3678.250821,8765.93673
Cleaning,Aldi,2023,February,1933.581777,17267.8299
Cleaning,Aldi,2020,March,26430.64594,146740.4282
Cleaning,Aldi,2021,March,4439.532848,11452.07603
Cleaning,Aldi,2022,March,25357.60961,72819.81233
Cleaning,Aldi,2023,March,2917.769574,175547.2796
Cleaning,Aldi,2020,April,13158.75413,43751.1177
Cleaning,Aldi,2021,April,37085.58754,144745.7698
Cleaning,Aldi,2022,April,37854.04805,85153.58366
Cleaning,Aldi,2023,April,1989.183015,4108.503726
Cleaning,Aldi,2020,May,5077.453787,12544.9795
Cleaning,Aldi,2021,May,23435.85372,68072.40945
Cleaning,Aldi,2022,May,2873.810973,6579.097868
Cleaning,Aldi,2023,May,8408.375599,125633.0001
Cleaning,Aldi,2020,June,18862.75099,83518.29512
Cleaning,Aldi,2021,June,50176.1746,294848.1034
Cleaning,Aldi,2022,June,-2077.990292,8084.307648
Cleaning,Aldi,2020,July,669.0050525,33621.99458
Cleaning,Aldi,2021,July,23801.09004,74551.82063
Cleaning,Aldi,2022,July,4788.209876,14117.96888
Cleaning,Aldi,2020,August,6056.93118,14812.68633
Cleaning,Aldi,2021,August,13748.48677,34020.81038
Cleaning,Aldi,2022,August,25620.06151,125563.9997
Cleaning,Aldi,2020,September,-29567.56669,55145.66325
Cleaning,Aldi,2021,September,5182.356925,51689.57232
Cleaning,Aldi,2022,September,6918.691783,80523.80285
Cleaning,Aldi,2020,October,56852.91568,215710.0017
Cleaning,Aldi,2021,October,6498.959728,21965.65808
Cleaning,Aldi,2022,October,16037.47265,68620.69336
Cleaning,Aldi,2020,November,7617.253173,32776.04374
Cleaning,Aldi,2021,November,11783.3821,79482.17215
Cleaning,Aldi,2022,November,27741.58797,137968.0629
Cleaning,Aldi,2020,December,22696.71967,23978.07692
Cleaning,Aldi,2021,December,-6547.411829,6944.219457
Cleaning,Aldi,2022,December,-779.6059275,32067.80845
Laundry Refreshment,Aldi,2020,January,5001.50893,17492.78401
Laundry Refreshment,Aldi,2021,January,215.7799193,634.9832583
Laundry Refreshment,Aldi,2022,January,1226.458084,3016.740102
Laundry Refreshment,Aldi,2023,January,1315.956989,7742.939609
Laundry Refreshment,Aldi,2020,February,3675.561185,8993.401911
Laundry Refreshment,Aldi,2021,February,-552.0546217,-618.3300445
Laundry Refreshment,Aldi,2022,February,2069.063587,4741.792221
Laundry Refreshment,Aldi,2023,February,6876.376074,18139.69682
Laundry Refreshment,Aldi,2020,March,11286.16589,114192.2676
Laundry Refreshment,Aldi,2021,March,400.4198459,617.0325262
Laundry Refreshment,Aldi,2022,March,25749.99414,49411.75503
Laundry Refreshment,Aldi,2023,March,1444.603655,4741.504334
Laundry Refreshment,Aldi,2020,April,9295.57744,20220.20686
Laundry Refreshment,Aldi,2021,April,-0.099973976,-0.104505917
Laundry Refreshment,Aldi,2022,April,2552.163278,6413.558482
Laundry Refreshment,Aldi,2023,April,3724.838781,9914.837762
Laundry Refreshment,Aldi,2020,May,-11.73347682,-11.73278883
Laundry Refreshment,Aldi,2021,May,666.5787106,5969.222758
Laundry Refreshment,Aldi,2022,May,13274.63831,103587.1457
Laundry Refreshment,Aldi,2023,May,-1801.769047,3239.354581
Laundry Refreshment,Aldi,2020,June,1042.462297,2152.313479
Laundry Refreshment,Aldi,2021,June,18170.92284,109629.9645
Laundry Refreshment,Aldi,2022,June,10742.64622,35361.44345
Laundry Refreshment,Aldi,2020,July,5365.818856,8027.051233
Laundry Refreshment,Aldi,2021,July,56440.37066,127418.4815
Laundry Refreshment,Aldi,2022,July,20839.77243,52997.15952
Laundry Refreshment,Aldi,2020,August,3188.973479,6126.852445
Laundry Refreshment,Aldi,2021,August,16369.38108,46377.82667
Laundry Refreshment,Aldi,2022,August,9239.263749,12916.55209
Laundry Refreshment,Aldi,2020,September,11220.73439,13441.40468
Laundry Refreshment,Aldi,2021,September,2689.467953,64941.98428
Laundry Refreshment,Aldi,2022,September,3021.113692,8509.789756
Laundry Refreshment,Aldi,2020,October,-6863.728159,-5066.655741
Laundry Refreshment,Aldi,2021,October,4429.348141,22927.77383
Laundry Refreshment,Aldi,2022,October,-3160.217697,34267.21114
Laundry Refreshment,Aldi,2020,November,92.38072817,1912.587898
Laundry Refreshment,Aldi,2021,November,-15677.32905,-11494.56863
Laundry Refreshment,Aldi,2022,November,1627.418196,18969.39895
Laundry Refreshment,Aldi,2020,December,4905.330527,5204.19729
Laundry Refreshment,Aldi,2021,December,-654.7212066,2855.37477
Laundry Refreshment,Aldi,2022,December,2174.284357,4425.287468
Laundry Wash,Lidl,2020,January,3817.534397,13504.58925
Laundry Wash,Lidl,2021,January,4573.078592,31179.18842
Laundry Wash,Lidl,2022,January,1144.255132,4537.190508
Laundry Wash,Lidl,2023,January,2151.187917,5584.79524
Laundry Wash,Lidl,2020,February,3878.412923,12961.56527
Laundry Wash,Lidl,2021,February,533.3824763,1428.658999
Laundry Wash,Lidl,2022,February,6760.024074,22947.25066
Laundry Wash,Lidl,2020,March,1980.559377,8651.22069
Laundry Wash,Lidl,2021,March,5853.538862,14998.69322
Laundry Wash,Lidl,2022,March,480.9584406,2055.725737
Laundry Wash,Lidl,2023,March,415.736657,1561.239469
Laundry Wash,Lidl,2020,April,1113.653539,1964.814803
Laundry Wash,Lidl,2021,April,2322.098125,6539.810179
Laundry Wash,Lidl,2022,April,1430.667121,4204.175
Laundry Wash,Lidl,2023,April,1487.714683,2455.524327
Laundry Wash,Lidl,2020,May,9215.22155,20335.15538
Laundry Wash,Lidl,2021,May,1651.112619,4623.440641
Laundry Wash,Lidl,2022,May,40.67544152,40.67544152
Laundry Wash,Lidl,2023,May,3813.856717,7246.573083
Laundry Wash,Lidl,2020,June,1097.967181,37458.20815
Laundry Wash,Lidl,2021,June,-149.3278059,-149.3278059
Laundry Wash,Lidl,2022,June,785.8439748,1936.513155
Laundry Wash,Lidl,2020,July,9922.043823,28231.02695
Laundry Wash,Lidl,2021,July,1521.09127,7308.331532
Laundry Wash,Lidl,2022,July,818.180906,1970.61376
Laundry Wash,Lidl,2020,August,6084.743464,13584.91538
Laundry Wash,Lidl,2021,August,6492.228656,11029.12929
Laundry Wash,Lidl,2022,August,454.076501,1091.438818
Laundry Wash,Lidl,2020,September,-1922.836648,-1378.35555
Laundry Wash,Lidl,2021,September,5746.221847,12144.50003
Laundry Wash,Lidl,2022,September,223.2664515,2124.772619
Laundry Wash,Lidl,2020,October,3327.847762,8544.07678
Laundry Wash,Lidl,2021,October,541.7536102,1282.564519
Laundry Wash,Lidl,2022,October,771.9559811,7296.799997
Laundry Wash,Lidl,2020,November,2433.934002,4360.656183
Laundry Wash,Lidl,2021,November,12025.41981,28371.61665
Laundry Wash,Lidl,2022,November,548.2718862,7021.679004
Laundry Wash,Lidl,2020,December,3730.158182,10467.67007
Laundry Wash,Lidl,2021,December,3254.038587,6905.174984
Laundry Wash,Lidl,2022,December,601.5580738,1099.998164
Cleaning,Lidl,2020,January,2695.543385,12322.96883
Cleaning,Lidl,2021,January,285.4560357,285.4560357
Cleaning,Lidl,2022,January,251.1416364,489.9580201
Cleaning,Lidl,2020,February,1828.388604,3125.938308
Cleaning,Lidl,2021,February,730.4847205,4202.721679
Cleaning,Lidl,2022,February,1.046278015,0
Cleaning,Lidl,2020,March,505.6857695,1106.720839
Cleaning,Lidl,2021,March,163.0645001,488.9155964
Cleaning,Lidl,2022,March,39.96762331,2991.512801
Cleaning,Lidl,2020,April,220.1269384,704.7168738
Cleaning,Lidl,2021,April,1126.437768,2437.196542
Cleaning,Lidl,2022,April,878.5357122,4422.046439
Cleaning,Lidl,2023,April,2357.433165,3350.266217
Cleaning,Lidl,2020,May,2151.623243,4803.004954
Cleaning,Lidl,2021,May,4759.134074,8233.751141
Cleaning,Lidl,2023,May,1770.725817,3641.144549
Cleaning,Lidl,2020,June,4655.903544,12953.94646
Cleaning,Lidl,2021,June,-38.69244734,-38.69244734
Cleaning,Lidl,2022,June,196.7983164,196.7983164
Cleaning,Lidl,2020,July,-317.6815002,153.9541554
Cleaning,Lidl,2021,July,-28.38718273,-28.38718273
Cleaning,Lidl,2020,August,5081.040116,13775.89941
Cleaning,Lidl,2021,August,535.5318437,1235.43293
Cleaning,Lidl,2020,September,3006.435639,5405.624878
Cleaning,Lidl,2021,September,32.32137721,32.32137721
Cleaning,Lidl,2022,September,17260.039,98570.31369
Cleaning,Lidl,2020,October,366.5478491,1312.033303
Cleaning,Lidl,2021,October,437.6457801,1031.994375
Cleaning,Lidl,2022,October,-19188.63986,-5479.705385
Cleaning,Lidl,2020,November,-226.6787391,1177.846558
Cleaning,Lidl,2021,November,-373.7941181,-373.7941181
Cleaning,Lidl,2022,November,4092.606925,40842.07745
Cleaning,Lidl,2020,December,1868.593897,3678.674331
Cleaning,Lidl,2021,December,84.2647668,244.5283911
Cleaning,Lidl,2022,December,-2335.461886,111475.5032
Laundry Refreshment,Lidl,2020,January,302.6370155,422.3993176
Laundry Refreshment,Lidl,2021,January,0,0
Laundry Refreshment,Lidl,2022,January,1257.410134,1882.001141
Laundry Refreshment,Lidl,2023,January,2615.422812,4997.167985
Laundry Refreshment,Lidl,2020,February,490.0216692,669.7105278
Laundry Refreshment,Lidl,2021,February,259.3963757,356.0463448
Laundry Refreshment,Lidl,2022,February,0,0
Laundry Refreshment,Lidl,2020,March,675.5995226,1504.652032
Laundry Refreshment,Lidl,2021,March,-4.252659726,-4.252659726
Laundry Refreshment,Lidl,2022,March,955.8105974,1411.664172
Laundry Refreshment,Lidl,2023,March,374.5390213,660.1871624
Laundry Refreshment,Lidl,2020,April,-0.469501105,0
Laundry Refreshment,Lidl,2021,April,1023.065393,1401.357247
Laundry Refreshment,Lidl,2023,April,2965.888157,5479.047125
Laundry Refreshment,Lidl,2020,May,401.7556747,544.7903255
Laundry Refreshment,Lidl,2023,May,1406.297048,2866.956951
Laundry Refreshment,Lidl,2020,June,569.3335533,1517.127423
